country_code,country_name_source,assessment_year,framework_version,indicator_code,level,raw_grade,quality_flag,numeric_score
UZB,Uzbekistan,2024,2016,PI-24.4,dimension,A,False,4.0
JAM,Jamaica,2024,2016,PI-24.4,dimension,D,False,1.0
MRT,Mauritania,2025,2016,PI-24.4,dimension,A,False,4.0
ZMB,Zambia,2025,2016,PI-24.4,dimension,B,False,3.0
ALB,Albania,2025,2016,PI-24.4,dimension,A,False,4.0
PHL,Philippines,2025,2016,PI-24.4,dimension,D,False,1.0
FJI,Fiji,2025,2016,PI-24.4,dimension,D,False,1.0
VUT,Vanuatu,2025,2016,PI-24.4,dimension,D,False,1.0
LSO,Lesotho,2025,2016,PI-24.4,dimension,A,False,4.0
TUV,Tuvalu,2025,2016,PI-24.4,dimension,D,False,1.0
KAZ,Kazakhstan,2025,2016,PI-24.4,dimension,A,False,4.0
LAO,Lao PDR,2025,2016,PI-24.4,dimension,D,False,1.0
BOL,Bolivia,2025,2016,PI-24.4,dimension,D,False,1.0
CIV,Cote d'Ivoire,2026,2016,PI-24.4,dimension,A,False,4.0
IRQ,Iraq,2017,2016,PI-25,indicator,D+,False,1.5
BFA,Burkina Faso,2017,2016,PI-25,indicator,B,False,3.0
GAB,Gabon,2017,2016,PI-25,indicator,D+,False,1.5
SYC,Seychelles,2017,2016,PI-25,indicator,B,False,3.0
MWI,Malawi,2018,2016,PI-25,indicator,C,False,2.0
GIN,Guinea,2018,2016,PI-25,indicator,C+,False,2.5
ZWE,Zimbabwe,2018,2016,PI-25,indicator,D+,False,1.5
GHA,Ghana,2018,2016,PI-25,indicator,B,False,3.0
AFG,Afghanistan,2018,2016,PI-25,indicator,C,False,2.0
GTM,Guatemala,2018,2016,PI-25,indicator,B,False,3.0
IDN,Indonesia,2018,2016,PI-25,indicator,A,False,4.0
TCD,Chad,2018,2016,PI-25,indicator,D+,False,1.5
MNE,Montenegro,2019,2016,PI-25,indicator,B,False,3.0
PSE,West Bank and Gaza,2019,2016,PI-25,indicator,B,False,3.0
NGA,Nigeria,2019,2016,PI-25,indicator,D+,False,1.5
ETH,Ethiopia,2019,2016,PI-25,indicator,B,False,3.0
NCL,New Caledonia,2019,2016,PI-25,indicator,A,False,4.0
SLV,El Salvador,2019,2016,PI-25,indicator,B,False,3.0
ARG,Argentina,2019,2016,PI-25,indicator,B+,False,3.5
UKR,Ukraine,2019,2016,PI-25,indicator,B+,False,3.5
STP,Sao Tome and Principe,2019,2016,PI-25,indicator,D+,False,1.5
TLS,Timor-Leste,2020,2016,PI-25,indicator,B+,False,3.5
SEN,Senegal,2020,2016,PI-25,indicator,C+,False,2.5
BWA,Botswana,2020,2016,PI-25,indicator,B,False,3.0
MMR,Myanmar,2020,2016,PI-25,indicator,B,False,3.0
TON,Tonga,2020,2016,PI-25,indicator,B,False,3.0
COD,Democratic Republic of Congo,2020,2016,PI-25,indicator,D,False,1.0
KGZ,Kyrgyz Republic,2021,2016,PI-25,indicator,A,False,4.0
LBR,Liberia,2021,2016,PI-25,indicator,B,False,3.0
MOZ,Mozambique,2021,2016,PI-25,indicator,C,False,2.0
MDV,Maldives,2021,2016,PI-25,indicator,C+,False,2.5
MNG,Mongolia,2021,2016,PI-25,indicator,C+,False,2.5
MLI,Mali,2021,2016,PI-25,indicator,A,False,4.0
SRB,Serbia,2021,2016,PI-25,indicator,A,False,4.0
COK,Cook Islands,2021,2016,PI-25,indicator,B,False,3.0
GRL,Greenland,2021,2016,PI-25,indicator,A,False,4.0
NIU,Niue,2021,2016,PI-25,indicator,C+,False,2.5
MDG,Madagascar,2021,2016,PI-25,indicator,C+,False,2.5
SLE,Sierra Leone,2022,2016,PI-25,indicator,B,False,3.0
MDA,Moldova,2022,2016,PI-25,indicator,A,False,4.0
JOR,Jordan,2022,2016,PI-25,indicator,A,False,4.0
SPM,St. Pierre and Miquelon,2022,2016,PI-25,indicator,B,False,3.0
XKX,Kosovo,2022,2016,PI-25,indicator,A,False,4.0
RWA,Rwanda,2022,2016,PI-25,indicator,B+,False,3.5
PYF,French Polynesia,2022,2016,PI-25,indicator,B+,False,3.5
TZA,Tanzania,2022,2016,PI-25,indicator,C+,False,2.5
KHM,Cambodia,2022,2016,PI-25,indicator,C,False,2.0
DOM,Dominican Republic,2022,2016,PI-25,indicator,B+,False,3.5
TJK,Tajikistan,2022,2016,PI-25,indicator,A,False,4.0
MKD,Macedonia,2022,2016,PI-25,indicator,B+,False,3.5
NRU,Nauru,2022,2016,PI-25,indicator,C+,False,2.5
GEO,Georgia,2022,2016,PI-25,indicator,A,False,4.0
CRI,Costa Rica,2022,2016,PI-25,indicator,B+,False,3.5
DJI,Djibouti,2023,2016,PI-25,indicator,B,False,3.0
NER,Niger,2023,2016,PI-25,indicator,B,False,3.0
KEN,Kenya,2023,2016,PI-25,indicator,B+,False,3.5
PLW,Palau,2023,2016,PI-25,indicator,B+,False,3.5
TGO,Togo,2023,2016,PI-25,indicator,C,False,2.0
BTN,Bhutan,2023,2016,PI-25,indicator,A,False,4.0
CMR,Cameroon,2023,2016,PI-25,indicator,B,False,3.0
PRY,Paraguay,2023,2016,PI-25,indicator,A,False,4.0
TUN,Tunisia,2023,2016,PI-25,indicator,A,False,4.0
BGD,Bangladesh,2023,2016,PI-25,indicator,C+,False,2.5
BDI,Burundi,2023,2016,PI-25,indicator,D+,False,1.5
VNM,Vietnam,2023,2016,PI-25,indicator,A,False,4.0
GMB,The Gambia,2024,2016,PI-25,indicator,D+,False,1.5
NPL,Nepal,2024,2016,PI-25,indicator,C+,False,2.5
MAR,Morocco,2024,2016,PI-25,indicator,A,False,4.0
UGA,Uganda,2024,2016,PI-25,indicator,B,False,3.0
COL,Colombia,2024,2016,PI-25,indicator,A,False,4.0
ARM,Armenia,2024,2016,PI-25,indicator,B+,False,3.5
UZB,Uzbekistan,2024,2016,PI-25,indicator,A,False,4.0
JAM,Jamaica,2024,2016,PI-25,indicator,A,False,4.0
MRT,Mauritania,2025,2016,PI-25,indicator,C+,False,2.5
ZMB,Zambia,2025,2016,PI-25,indicator,C+,False,2.5
ALB,Albania,2025,2016,PI-25,indicator,B,False,3.0
PHL,Philippines,2025,2016,PI-25,indicator,A,False,4.0
FJI,Fiji,2025,2016,PI-25,indicator,B+,False,3.5
VUT,Vanuatu,2025,2016,PI-25,indicator,B+,False,3.5
LSO,Lesotho,2025,2016,PI-25,indicator,C+,False,2.5
TUV,Tuvalu,2025,2016,PI-25,indicator,B+,False,3.5
KAZ,Kazakhstan,2025,2016,PI-25,indicator,A,False,4.0
LAO,Lao PDR,2025,2016,PI-25,indicator,D+,False,1.5
BOL,Bolivia,2025,2016,PI-25,indicator,B,False,3.0
CIV,Cote d'Ivoire,2026,2016,PI-25,indicator,A,False,4.0
IRQ,Iraq,2017,2016,PI-25.1,dimension,C,False,2.0
BFA,Burkina Faso,2017,2016,PI-25.1,dimension,A,False,4.0
GAB,Gabon,2017,2016,PI-25.1,dimension,D,False,1.0
SYC,Seychelles,2017,2016,PI-25.1,dimension,B,False,3.0
MWI,Malawi,2018,2016,PI-25.1,dimension,B,False,3.0
GIN,Guinea,2018,2016,PI-25.1,dimension,C,False,2.0
ZWE,Zimbabwe,2018,2016,PI-25.1,dimension,C,False,2.0
GHA,Ghana,2018,2016,PI-25.1,dimension,A,False,4.0
AFG,Afghanistan,2018,2016,PI-25.1,dimension,C,False,2.0
GTM,Guatemala,2018,2016,PI-25.1,dimension,A,False,4.0
IDN,Indonesia,2018,2016,PI-25.1,dimension,A,False,4.0
TCD,Chad,2018,2016,PI-25.1,dimension,C,False,2.0
MNE,Montenegro,2019,2016,PI-25.1,dimension,A,False,4.0
PSE,West Bank and Gaza,2019,2016,PI-25.1,dimension,A,False,4.0
NGA,Nigeria,2019,2016,PI-25.1,dimension,B,False,3.0
ETH,Ethiopia,2019,2016,PI-25.1,dimension,A,False,4.0
NCL,New Caledonia,2019,2016,PI-25.1,dimension,A,False,4.0
SLV,El Salvador,2019,2016,PI-25.1,dimension,A,False,4.0
ARG,Argentina,2019,2016,PI-25.1,dimension,A,False,4.0
UKR,Ukraine,2019,2016,PI-25.1,dimension,C,False,2.0
STP,Sao Tome and Principe,2019,2016,PI-25.1,dimension,B,False,3.0
TLS,Timor-Leste,2020,2016,PI-25.1,dimension,B,False,3.0
SEN,Senegal,2020,2016,PI-25.1,dimension,A,False,4.0
BWA,Botswana,2020,2016,PI-25.1,dimension,A,False,4.0
MMR,Myanmar,2020,2016,PI-25.1,dimension,C,False,2.0
TON,Tonga,2020,2016,PI-25.1,dimension,C,False,2.0
COD,Democratic Republic of Congo,2020,2016,PI-25.1,dimension,C,False,2.0
KGZ,Kyrgyz Republic,2021,2016,PI-25.1,dimension,A,False,4.0
LBR,Liberia,2021,2016,PI-25.1,dimension,A,False,4.0
MOZ,Mozambique,2021,2016,PI-25.1,dimension,A,False,4.0
MDV,Maldives,2021,2016,PI-25.1,dimension,A,False,4.0
MNG,Mongolia,2021,2016,PI-25.1,dimension,B,False,3.0
MLI,Mali,2021,2016,PI-25.1,dimension,A,False,4.0
SRB,Serbia,2021,2016,PI-25.1,dimension,A,False,4.0
COK,Cook Islands,2021,2016,PI-25.1,dimension,B,False,3.0
GRL,Greenland,2021,2016,PI-25.1,dimension,A,False,4.0
NIU,Niue,2021,2016,PI-25.1,dimension,C,False,2.0
MDG,Madagascar,2021,2016,PI-25.1,dimension,B,False,3.0
SLE,Sierra Leone,2022,2016,PI-25.1,dimension,A,False,4.0
MDA,Moldova,2022,2016,PI-25.1,dimension,A,False,4.0
JOR,Jordan,2022,2016,PI-25.1,dimension,A,False,4.0
SPM,St. Pierre and Miquelon,2022,2016,PI-25.1,dimension,B,False,3.0
XKX,Kosovo,2022,2016,PI-25.1,dimension,A,False,4.0
RWA,Rwanda,2022,2016,PI-25.1,dimension,A,False,4.0
PYF,French Polynesia,2022,2016,PI-25.1,dimension,A,False,4.0
TZA,Tanzania,2022,2016,PI-25.1,dimension,B,False,3.0
KHM,Cambodia,2022,2016,PI-25.1,dimension,C,False,2.0
DOM,Dominican Republic,2022,2016,PI-25.1,dimension,C,False,2.0
TJK,Tajikistan,2022,2016,PI-25.1,dimension,A,False,4.0
MKD,Macedonia,2022,2016,PI-25.1,dimension,B,False,3.0
NRU,Nauru,2022,2016,PI-25.1,dimension,D,False,1.0
GEO,Georgia,2022,2016,PI-25.1,dimension,A,False,4.0
CRI,Costa Rica,2022,2016,PI-25.1,dimension,A,False,4.0
DJI,Djibouti,2023,2016,PI-25.1,dimension,C,False,2.0
NER,Niger,2023,2016,PI-25.1,dimension,B,False,3.0
KEN,Kenya,2023,2016,PI-25.1,dimension,A,False,4.0
PLW,Palau,2023,2016,PI-25.1,dimension,A,False,4.0
TGO,Togo,2023,2016,PI-25.1,dimension,B,False,3.0
BTN,Bhutan,2023,2016,PI-25.1,dimension,B,False,3.0
CMR,Cameroon,2023,2016,PI-25.1,dimension,A,False,4.0
PRY,Paraguay,2023,2016,PI-25.1,dimension,A,False,4.0
TUN,Tunisia,2023,2016,PI-25.1,dimension,A,False,4.0
BGD,Bangladesh,2023,2016,PI-25.1,dimension,A,False,4.0
BDI,Burundi,2023,2016,PI-25.1,dimension,C,False,2.0
VNM,Vietnam,2023,2016,PI-25.1,dimension,B,False,3.0
GMB,The Gambia,2024,2016,PI-25.1,dimension,C,False,2.0
NPL,Nepal,2024,2016,PI-25.1,dimension,C,False,2.0
MAR,Morocco,2024,2016,PI-25.1,dimension,A,False,4.0
UGA,Uganda,2024,2016,PI-25.1,dimension,B,False,3.0
COL,Colombia,2024,2016,PI-25.1,dimension,A,False,4.0
ARM,Armenia,2024,2016,PI-25.1,dimension,B,False,3.0
UZB,Uzbekistan,2024,2016,PI-25.1,dimension,A,False,4.0
JAM,Jamaica,2024,2016,PI-25.1,dimension,A,False,4.0
MRT,Mauritania,2025,2016,PI-25.1,dimension,C,False,2.0
ZMB,Zambia,2025,2016,PI-25.1,dimension,B,False,3.0
ALB,Albania,2025,2016,PI-25.1,dimension,C,False,2.0
PHL,Philippines,2025,2016,PI-25.1,dimension,A,False,4.0
FJI,Fiji,2025,2016,PI-25.1,dimension,B,False,3.0
VUT,Vanuatu,2025,2016,PI-25.1,dimension,A,False,4.0
LSO,Lesotho,2025,2016,PI-25.1,dimension,A,False,4.0
TUV,Tuvalu,2025,2016,PI-25.1,dimension,A,False,4.0
KAZ,Kazakhstan,2025,2016,PI-25.1,dimension,A,False,4.0
LAO,Lao PDR,2025,2016,PI-25.1,dimension,C,False,2.0
BOL,Bolivia,2025,2016,PI-25.1,dimension,A,False,4.0
CIV,Cote d'Ivoire,2026,2016,PI-25.1,dimension,A,False,4.0
IRQ,Iraq,2017,2016,PI-25.2,dimension,D,False,1.0
BFA,Burkina Faso,2017,2016,PI-25.2,dimension,C,False,2.0
GAB,Gabon,2017,2016,PI-25.2,dimension,C,False,2.0
SYC,Seychelles,2017,2016,PI-25.2,dimension,C,False,2.0
MWI,Malawi,2018,2016,PI-25.2,dimension,C,False,2.0
GIN,Guinea,2018,2016,PI-25.2,dimension,C,False,2.0
ZWE,Zimbabwe,2018,2016,PI-25.2,dimension,C,False,2.0
GHA,Ghana,2018,2016,PI-25.2,dimension,C,False,2.0
AFG,Afghanistan,2018,2016,PI-25.2,dimension,C,False,2.0
GTM,Guatemala,2018,2016,PI-25.2,dimension,A,False,4.0
IDN,Indonesia,2018,2016,PI-25.2,dimension,A,False,4.0
TCD,Chad,2018,2016,PI-25.2,dimension,C,False,2.0
MNE,Montenegro,2019,2016,PI-25.2,dimension,C,False,2.0
PSE,West Bank and Gaza,2019,2016,PI-25.2,dimension,C,False,2.0
NGA,Nigeria,2019,2016,PI-25.2,dimension,D,False,1.0
ETH,Ethiopia,2019,2016,PI-25.2,dimension,C,False,2.0
NCL,New Caledonia,2019,2016,PI-25.2,dimension,A,False,4.0
SLV,El Salvador,2019,2016,PI-25.2,dimension,C,False,2.0
ARG,Argentina,2019,2016,PI-25.2,dimension,A,False,4.0
UKR,Ukraine,2019,2016,PI-25.2,dimension,A,False,4.0
STP,Sao Tome and Principe,2019,2016,PI-25.2,dimension,D,False,1.0
TLS,Timor-Leste,2020,2016,PI-25.2,dimension,B,False,3.0
SEN,Senegal,2020,2016,PI-25.2,dimension,C,False,2.0
BWA,Botswana,2020,2016,PI-25.2,dimension,C,False,2.0
MMR,Myanmar,2020,2016,PI-25.2,dimension,B,False,3.0
TON,Tonga,2020,2016,PI-25.2,dimension,C,False,2.0
COD,Democratic Republic of Congo,2020,2016,PI-25.2,dimension,C,False,2.0
KGZ,Kyrgyz Republic,2021,2016,PI-25.2,dimension,A,False,4.0
LBR,Liberia,2021,2016,PI-25.2,dimension,C,False,2.0
MOZ,Mozambique,2021,2016,PI-25.2,dimension,D,False,1.0
MDV,Maldives,2021,2016,PI-25.2,dimension,C,False,2.0
MNG,Mongolia,2021,2016,PI-25.2,dimension,D,False,1.0
MLI,Mali,2021,2016,PI-25.2,dimension,B,False,3.0
SRB,Serbia,2021,2016,PI-25.2,dimension,A,False,4.0
COK,Cook Islands,2021,2016,PI-25.2,dimension,C,False,2.0
GRL,Greenland,2021,2016,PI-25.2,dimension,A,False,4.0
NIU,Niue,2021,2016,PI-25.2,dimension,C,False,2.0
MDG,Madagascar,2021,2016,PI-25.2,dimension,C,False,2.0
SLE,Sierra Leone,2022,2016,PI-25.2,dimension,C,False,2.0
MDA,Moldova,2022,2016,PI-25.2,dimension,A,False,4.0
JOR,Jordan,2022,2016,PI-25.2,dimension,A,False,4.0
SPM,St. Pierre and Miquelon,2022,2016,PI-25.2,dimension,C,False,2.0
XKX,Kosovo,2022,2016,PI-25.2,dimension,A,False,4.0
RWA,Rwanda,2022,2016,PI-25.2,dimension,A,False,4.0
PYF,French Polynesia,2022,2016,PI-25.2,dimension,C,False,2.0
TZA,Tanzania,2022,2016,PI-25.2,dimension,C,False,2.0
KHM,Cambodia,2022,2016,PI-25.2,dimension,C,False,2.0
DOM,Dominican Republic,2022,2016,PI-25.2,dimension,A,False,4.0
TJK,Tajikistan,2022,2016,PI-25.2,dimension,B,False,3.0
MKD,Macedonia,2022,2016,PI-25.2,dimension,B,False,3.0
NRU,Nauru,2022,2016,PI-25.2,dimension,B,False,3.0
GEO,Georgia,2022,2016,PI-25.2,dimension,A,False,4.0
CRI,Costa Rica,2022,2016,PI-25.2,dimension,C,False,2.0
DJI,Djibouti,2023,2016,PI-25.2,dimension,B,False,3.0
NER,Niger,2023,2016,PI-25.2,dimension,C,False,2.0
KEN,Kenya,2023,2016,PI-25.2,dimension,C,False,2.0
PLW,Palau,2023,2016,PI-25.2,dimension,C,False,2.0
TGO,Togo,2023,2016,PI-25.2,dimension,C,False,2.0
BTN,Bhutan,2023,2016,PI-25.2,dimension,A,False,4.0
CMR,Cameroon,2023,2016,PI-25.2,dimension,C,False,2.0
PRY,Paraguay,2023,2016,PI-25.2,dimension,A,False,4.0
TUN,Tunisia,2023,2016,PI-25.2,dimension,A,False,4.0
BGD,Bangladesh,2023,2016,PI-25.2,dimension,C,False,2.0
BDI,Burundi,2023,2016,PI-25.2,dimension,C,False,2.0
VNM,Vietnam,2023,2016,PI-25.2,dimension,A,False,4.0
GMB,The Gambia,2024,2016,PI-25.2,dimension,D,False,1.0
NPL,Nepal,2024,2016,PI-25.2,dimension,D,False,1.0
MAR,Morocco,2024,2016,PI-25.2,dimension,A,False,4.0
UGA,Uganda,2024,2016,PI-25.2,dimension,C,False,2.0
COL,Colombia,2024,2016,PI-25.2,dimension,A,False,4.0
ARM,Armenia,2024,2016,PI-25.2,dimension,A,False,4.0
UZB,Uzbekistan,2024,2016,PI-25.2,dimension,A,False,4.0
JAM,Jamaica,2024,2016,PI-25.2,dimension,B,False,3.0
MRT,Mauritania,2025,2016,PI-25.2,dimension,C,False,2.0
ZMB,Zambia,2025,2016,PI-25.2,dimension,C,False,2.0
ALB,Albania,2025,2016,PI-25.2,dimension,B,False,3.0
PHL,Philippines,2025,2016,PI-25.2,dimension,B,False,3.0
FJI,Fiji,2025,2016,PI-25.2,dimension,A,False,4.0
VUT,Vanuatu,2025,2016,PI-25.2,dimension,C,False,2.0
LSO,Lesotho,2025,2016,PI-25.2,dimension,C,False,2.0
TUV,Tuvalu,2025,2016,PI-25.2,dimension,C,False,2.0
KAZ,Kazakhstan,2025,2016,PI-25.2,dimension,A,False,4.0
LAO,Lao PDR,2025,2016,PI-25.2,dimension,D,False,1.0
BOL,Bolivia,2025,2016,PI-25.2,dimension,D,False,1.0
CIV,Cote d'Ivoire,2026,2016,PI-25.2,dimension,B,False,3.0
BFA,Burkina Faso,2017,2016,PI-25.3,dimension,C,False,2.0
GAB,Gabon,2017,2016,PI-25.3,dimension,D,False,1.0
SYC,Seychelles,2017,2016,PI-25.3,dimension,B,False,3.0
MWI,Malawi,2018,2016,PI-25.3,dimension,D,False,1.0
GIN,Guinea,2018,2016,PI-25.3,dimension,B,False,3.0
ZWE,Zimbabwe,2018,2016,PI-25.3,dimension,D,False,1.0
GHA,Ghana,2018,2016,PI-25.3,dimension,B,False,3.0
AFG,Afghanistan,2018,2016,PI-25.3,dimension,C,False,2.0
IDN,Indonesia,2018,2016,PI-25.3,dimension,A,False,4.0
TCD,Chad,2018,2016,PI-25.3,dimension,D,False,1.0
MNE,Montenegro,2019,2016,PI-25.3,dimension,B,False,3.0
PSE,West Bank and Gaza,2019,2016,PI-25.3,dimension,C,False,2.0
NGA,Nigeria,2019,2016,PI-25.3,dimension,D,False,1.0
ETH,Ethiopia,2019,2016,PI-25.3,dimension,B,False,3.0
NCL,New Caledonia,2019,2016,PI-25.3,dimension,A,False,4.0
SLV,El Salvador,2019,2016,PI-25.3,dimension,B,False,3.0
ARG,Argentina,2019,2016,PI-25.3,dimension,C,False,2.0
UKR,Ukraine,2019,2016,PI-25.3,dimension,A,False,4.0
STP,Sao Tome and Principe,2019,2016,PI-25.3,dimension,D,False,1.0
TLS,Timor-Leste,2020,2016,PI-25.3,dimension,A,False,4.0
SEN,Senegal,2020,2016,PI-25.3,dimension,D,False,1.0
BWA,Botswana,2020,2016,PI-25.3,dimension,B,False,3.0
MMR,Myanmar,2020,2016,PI-25.3,dimension,B,False,3.0
TON,Tonga,2020,2016,PI-25.3,dimension,A,False,4.0
COD,Democratic Republic of Congo,2020,2016,PI-25.3,dimension,D,False,1.0
KGZ,Kyrgyz Republic,2021,2016,PI-25.3,dimension,A,False,4.0
LBR,Liberia,2021,2016,PI-25.3,dimension,C,False,2.0
MOZ,Mozambique,2021,2016,PI-25.3,dimension,D,False,1.0
MDV,Maldives,2021,2016,PI-25.3,dimension,D,False,1.0
MNG,Mongolia,2021,2016,PI-25.3,dimension,B,False,3.0
MLI,Mali,2021,2016,PI-25.3,dimension,A,False,4.0
SRB,Serbia,2021,2016,PI-25.3,dimension,A,False,4.0
COK,Cook Islands,2021,2016,PI-25.3,dimension,B,False,3.0
GRL,Greenland,2021,2016,PI-25.3,dimension,A,False,4.0
NIU,Niue,2021,2016,PI-25.3,dimension,B,False,3.0
MDG,Madagascar,2021,2016,PI-25.3,dimension,C,False,2.0
SLE,Sierra Leone,2022,2016,PI-25.3,dimension,C,False,2.0
MDA,Moldova,2022,2016,PI-25.3,dimension,A,False,4.0
JOR,Jordan,2022,2016,PI-25.3,dimension,A,False,4.0
SPM,St. Pierre and Miquelon,2022,2016,PI-25.3,dimension,A,False,4.0
XKX,Kosovo,2022,2016,PI-25.3,dimension,A,False,4.0
RWA,Rwanda,2022,2016,PI-25.3,dimension,C,False,2.0
PYF,French Polynesia,2022,2016,PI-25.3,dimension,A,False,4.0
TZA,Tanzania,2022,2016,PI-25.3,dimension,C,False,2.0
KHM,Cambodia,2022,2016,PI-25.3,dimension,C,False,2.0
DOM,Dominican Republic,2022,2016,PI-25.3,dimension,A,False,4.0
TJK,Tajikistan,2022,2016,PI-25.3,dimension,A,False,4.0
MKD,Macedonia,2022,2016,PI-25.3,dimension,A,False,4.0
NRU,Nauru,2022,2016,PI-25.3,dimension,B,False,3.0
GEO,Georgia,2022,2016,PI-25.3,dimension,A,False,4.0
CRI,Costa Rica,2022,2016,PI-25.3,dimension,A,False,4.0
DJI,Djibouti,2023,2016,PI-25.3,dimension,A,False,4.0
NER,Niger,2023,2016,PI-25.3,dimension,B,False,3.0
KEN,Kenya,2023,2016,PI-25.3,dimension,A,False,4.0
PLW,Palau,2023,2016,PI-25.3,dimension,A,False,4.0
TGO,Togo,2023,2016,PI-25.3,dimension,D,False,1.0
BTN,Bhutan,2023,2016,PI-25.3,dimension,A,False,4.0
CMR,Cameroon,2023,2016,PI-25.3,dimension,C,False,2.0
PRY,Paraguay,2023,2016,PI-25.3,dimension,B,False,3.0
TUN,Tunisia,2023,2016,PI-25.3,dimension,B,False,3.0
BGD,Bangladesh,2023,2016,PI-25.3,dimension,D*,True,1.0
BDI,Burundi,2023,2016,PI-25.3,dimension,D,False,1.0
VNM,Vietnam,2023,2016,PI-25.3,dimension,A,False,4.0
GMB,The Gambia,2024,2016,PI-25.3,dimension,D,False,1.0
NPL,Nepal,2024,2016,PI-25.3,dimension,A,False,4.0
MAR,Morocco,2024,2016,PI-25.3,dimension,A,False,4.0
UGA,Uganda,2024,2016,PI-25.3,dimension,B,False,3.0
COL,Colombia,2024,2016,PI-25.3,dimension,A,False,4.0
ARM,Armenia,2024,2016,PI-25.3,dimension,B,False,3.0
UZB,Uzbekistan,2024,2016,PI-25.3,dimension,A,False,4.0
JAM,Jamaica,2024,2016,PI-25.3,dimension,A,False,4.0
MRT,Mauritania,2025,2016,PI-25.3,dimension,B,False,3.0
ZMB,Zambia,2025,2016,PI-25.3,dimension,C,False,2.0
ALB,Albania,2025,2016,PI-25.3,dimension,A,False,4.0
PHL,Philippines,2025,2016,PI-25.3,dimension,A,False,4.0
FJI,Fiji,2025,2016,PI-25.3,dimension,B,False,3.0
VUT,Vanuatu,2025,2016,PI-25.3,dimension,A,False,4.0
LSO,Lesotho,2025,2016,PI-25.3,dimension,D,False,1.0
TUV,Tuvalu,2025,2016,PI-25.3,dimension,A,False,4.0
KAZ,Kazakhstan,2025,2016,PI-25.3,dimension,A,False,4.0
LAO,Lao PDR,2025,2016,PI-25.3,dimension,D*,True,1.0
BOL,Bolivia,2025,2016,PI-25.3,dimension,B,False,3.0
CIV,Cote d'Ivoire,2026,2016,PI-25.3,dimension,A,False,4.0
IRQ,Iraq,2017,2016,PI-26,indicator,C+,False,2.5
BFA,Burkina Faso,2017,2016,PI-26,indicator,C+,False,2.5
GAB,Gabon,2017,2016,PI-26,indicator,D+,False,1.5
SYC,Seychelles,2017,2016,PI-26,indicator,D+,False,1.5
MWI,Malawi,2018,2016,PI-26,indicator,D+,False,1.5
GIN,Guinea,2018,2016,PI-26,indicator,D+,False,1.5
ZWE,Zimbabwe,2018,2016,PI-26,indicator,C+,False,2.5
GHA,Ghana,2018,2016,PI-26,indicator,C+,False,2.5
AFG,Afghanistan,2018,2016,PI-26,indicator,C+,False,2.5
GTM,Guatemala,2018,2016,PI-26,indicator,D+,False,1.5
IDN,Indonesia,2018,2016,PI-26,indicator,C+,False,2.5
TCD,Chad,2018,2016,PI-26,indicator,D+,False,1.5
MNE,Montenegro,2019,2016,PI-26,indicator,B+,False,3.5
PSE,West Bank and Gaza,2019,2016,PI-26,indicator,C+,False,2.5
NGA,Nigeria,2019,2016,PI-26,indicator,D+,False,1.5
ETH,Ethiopia,2019,2016,PI-26,indicator,D+,False,1.5
NCL,New Caledonia,2019,2016,PI-26,indicator,D,False,1.0
SLV,El Salvador,2019,2016,PI-26,indicator,C+,False,2.5
ARG,Argentina,2019,2016,PI-26,indicator,C+,False,2.5
UKR,Ukraine,2019,2016,PI-26,indicator,C+,False,2.5
STP,Sao Tome and Principe,2019,2016,PI-26,indicator,D+,False,1.5
TLS,Timor-Leste,2020,2016,PI-26,indicator,D,False,1.0
SEN,Senegal,2020,2016,PI-26,indicator,D+,False,1.5
BWA,Botswana,2020,2016,PI-26,indicator,D+,False,1.5
MMR,Myanmar,2020,2016,PI-26,indicator,D,False,1.0
TON,Tonga,2020,2016,PI-26,indicator,D+,False,1.5
COD,Democratic Republic of Congo,2020,2016,PI-26,indicator,D,False,1.0
KGZ,Kyrgyz Republic,2021,2016,PI-26,indicator,C+,False,2.5
LBR,Liberia,2021,2016,PI-26,indicator,D+,False,1.5
MOZ,Mozambique,2021,2016,PI-26,indicator,C+,False,2.5
MDV,Maldives,2021,2016,PI-26,indicator,C,False,2.0
MNG,Mongolia,2021,2016,PI-26,indicator,C+,False,2.5
MLI,Mali,2021,2016,PI-26,indicator,D+,False,1.5
SRB,Serbia,2021,2016,PI-26,indicator,B+,False,3.5
COK,Cook Islands,2021,2016,PI-26,indicator,C+,False,2.5
GRL,Greenland,2021,2016,PI-26,indicator,D+,False,1.5
NIU,Niue,2021,2016,PI-26,indicator,D,False,1.0
MDG,Madagascar,2021,2016,PI-26,indicator,D+,False,1.5
SLE,Sierra Leone,2022,2016,PI-26,indicator,D+,False,1.5
MDA,Moldova,2022,2016,PI-26,indicator,C+,False,2.5
JOR,Jordan,2022,2016,PI-26,indicator,C+,False,2.5
SPM,St. Pierre and Miquelon,2022,2016,PI-26,indicator,D,False,1.0
XKX,Kosovo,2022,2016,PI-26,indicator,B+,False,3.5
RWA,Rwanda,2022,2016,PI-26,indicator,C+,False,2.5
PYF,French Polynesia,2022,2016,PI-26,indicator,D+,False,1.5
TZA,Tanzania,2022,2016,PI-26,indicator,C+,False,2.5
KHM,Cambodia,2022,2016,PI-26,indicator,C+,False,2.5
DOM,Dominican Republic,2022,2016,PI-26,indicator,D,False,1.0
TJK,Tajikistan,2022,2016,PI-26,indicator,C+,False,2.5
